,user,preference_from,preference,nll_sum
30,108,79,"The user prefers action-packed and thrilling movies, with a strong leaning towards sci-fi and adventure films. They highly rate classic movies like ""Star Wars"" and ""The Godfather,"" and also enjoy documentaries and crime thrillers. High ratings are often given to iconic films from the 70s, 80s, and 90s, suggesting a fondness for nostalgic cinema. The user tends to rate highly influential and critically acclaimed films, indicating an appreciation for cinematic excellence.",177.0
31,108,118,"The user prefers dramas and crime films with high ratings for classics like ""The Godfather"" and ""Goodfellas"". They also enjoy thrillers and some comedies, with a fondness for 90s films. High-rated movies often feature complex stories and strong characters. Genre diversity is present, but drama is a common thread. Ratings suggest a appreciation for critically acclaimed and intense films, with some tolerance for lighter fare like comedies. Overall, the user values quality storytelling and strong cinematic experiences.",158.0
32,108,174,"This user enjoys a wide range of genres, with a leaning towards comedy, action, and adventure films. They tend to rate highly movies with complex plots and strong storytelling, such as ""The Firm"", ""Fugitive"", and ""Ghost"". They also appreciate classic films like ""Batman"" and ""Terminator 2"". Rom-coms and dramas are also well-received, with ""The American President"" and ""Apollo 13"" receiving high ratings. Overall, their tastes are eclectic, but favor entertaining and engaging films with strong narratives.",160.0
33,108,108,"The user prefers drama and romance movies with high ratings for films like ""Piano"", ""Lone Star"", and ""Bridget Jones's Diary"". They also enjoy comedy and sci-fi, with high ratings for ""A Fish Called Wanda"" and ""Blade Runner"". The user tends to rate classic films and those with complex characters highly, while action-oriented movies with low plot depth receive lower ratings. Overall, their preferences lean towards character-driven, emotionally resonant films with strong storytelling.",154.0
34,108,170,"The user tends to enjoy drama and action movies, often rating them 5 or 7. They seem to appreciate classic films like ""The Shawshank Redemption"" (9) and ""Babe"" (9), but generally give moderate ratings to most movies. Comedies and children's movies often receive lower ratings, except for some romantic comedies like ""While You Were Sleeping"" (7) and ""Pretty Woman"" (7). Overall, their preferences are fairly eclectic, with a leaning towards dramatic and thrilling storylines.",165.0
35,108,598,"This user prefers movies with fantasy, adventure, and romance elements, often rating them highly (9). They also enjoy dramas, comedies, and sci-fi films. High-rated movies often feature strong narratives and unique concepts. They tend to dislike horror and crime movies without other redeeming genres, as seen with their low ratings for ""The Silence of the Lambs"" and ""Memento"". Overall, their tastes lean towards imaginative, uplifting, and emotionally engaging stories.",150.0
36,108,17,"The user enjoys a wide range of genres, with a preference for highly-rated classics and iconic films. They tend to favor action, adventure, crime, drama, and sci-fi movies, with many 8+ ratings in these categories. Notable franchises like Star Wars, Lord of the Rings, and Pixar are well-represented, and they also appreciate critically-acclaimed films like Pulp Fiction and The Godfather. Overall, their tastes suggest a fondness for epic storytelling, complex characters, and cinematic masterpieces.",173.0
37,108,401,"The user prefers animated and adventure movies with a touch of comedy and fantasy. They tend to rate highly movies with lighthearted and family-friendly content, such as those from Pixar and Disney. Ratings are generally moderate, with few extreme highs or lows. The user also enjoys musicals and romances, but is less enthusiastic about dramatic or horror films. Overall, their preferences suggest a fondness for fun, imaginative, and visually engaging movies.",176.0
38,108,470,"The user tends to enjoy drama, action, and adventure movies with high ratings for films like Braveheart, Outbreak, Forrest Gump, and Jurassic Park. They also appreciate classic animated films and comedies, but often rate them lower. The user's preferences seem to lean towards intense, dramatic, and thrilling storylines with high production value, awarding higher ratings to critically acclaimed films.",159.0
39,108,168,"This user prefers classic films, especially dramas and thrillers from the 1960s-1990s. They highly rate movies with complex characters, moral themes, and social commentary. Directors like Hitchcock, Kubrick, and Coppola are favored. The user also enjoys animated films, comedies, and foreign cinema. High ratings are often given to films with critical acclaim, suggesting an appreciation for cinematic artistry and storytelling. Overall, the user's tastes are eclectic, but lean towards thought-provoking, well-crafted films with enduring appeal.",158.0
40,108,114,"The user enjoys fantasy and adventure movies, with a fondness for sci-fi and comedy. They tend to rate highly movies from popular franchises like Harry Potter and Spider-Man. However, they can be critical of reboots (e.g., The Amazing Spider-Man) and sequels (e.g., Harry Potter and the Deathly Hallows: Part 2). Their ratings suggest a preference for lighter, more entertaining films, with some exceptions for highly-acclaimed dramas like The Wolf of Wall Street and horror-comedies like Deathgasm.",166.0
41,108,416,"The user prefers drama, comedy, and crime genres. They tend to rate highly unique, offbeat films like ""Being John Malkovich"" and ""Royal Tenenbaums"". High ratings are also given to classic films like ""Pulp Fiction"" and ""Dr. Strangelove"". They seem to dislike popular franchises like ""Star Wars"" and ""Matrix"", as well as animated films like ""Shrek"". Overall, the user appreciates quirky, thought-provoking cinema with complex characters and storylines.",162.0
42,114,283,"The user tends to enjoy comedies, giving high ratings to films like ""Friday"" and ""Happy Gilmore"". They also appreciate dramas, with high ratings for ""Braveheart"", ""Apollo 13"", and ""Good Will Hunting"". The user seems to prefer older films, with many high-rated movies from the 90s. They tend to rate action, adventure, and classic films highly, while romantic comedies receive lower ratings. Overall, the user's preferences are diverse, but lean towards well-regarded, iconic films with comedic or dramatic elements.",65.5
43,114,512,"The user prefers intense, thrilling movies with high ratings given to films like ""Twelve Monkeys"", ""Seven"", and ""The Shawshank Redemption"". They also enjoy action-packed and dramatic movies, such as ""Braveheart"" and ""The Fugitive"". High ratings are often given to films with complex plots and strong performances, indicating a appreciation for sophisticated storytelling and cinematic craftsmanship. Comedies and light-hearted films tend to receive lower ratings, suggesting a preference for more serious and thought-provoking cinema.",68.5
44,114,588,"The user tends to enjoy crime, thriller, and action movies, often rating them highly (e.g., Heat, The Usual Suspects, Braveheart). They also appreciate comedies (e.g., Clerks, Trainspotting) and dramas (e.g., Schindler's List, Quiz Show). Ratings suggest a preference for intense, plot-driven films with complex themes. However, they can be critical, giving low ratings to some action and comedy movies (e.g., Waterworld, Dumb & Dumber). Overall, their tastes lean towards dark, suspenseful, and thought-provoking cinema.",65.5
45,114,504,"This user prefers comedies, dramas, and romantic films with high ratings for movies like ""When Harry Met Sally..."", ""Stop Making Sense"", and ""Mystic River"". They also enjoy animated and fantasy films, such as ""Toy Story"" and ""Lord of the Rings"". The user tends to rate movies highly, with most favorites scoring 7 or 8 out of 9, indicating a fondness for well-crafted, engaging stories with strong characters and dialogue.",68.0
46,114,5,"The user tends to enjoy dramas, comedies, and animated films. They often rate highly-regarded, award-winning movies (e.g. ""Pulp Fiction"", ""Schindler's List"", ""Dances with Wolves"") with a 9. They also seem to appreciate classic animated films (e.g. ""Snow White"", ""Beauty and the Beast"", ""Pinocchio""). The user is generally consistent in their ratings, with most movies falling in the 5-7 range, indicating a moderate level of enjoyment.",62.25
47,114,54,"This user tends to rate most movies a 5, indicating a generally neutral or average opinion. They seem to enjoy a wide range of genres, including comedy, drama, thriller, and action. However, they have given slightly higher ratings (7) to a few notable films, such as ""Shawshank Redemption"", ""Forrest Gump"", and ""Silence of the Lambs"", suggesting a appreciation for highly acclaimed and critically successful movies. Overall, their preferences appear to be eclectic and not strongly biased towards any particular genre.",61.25
48,114,589,"The user prefers drama-heavy films, often with crime or thriller elements. They highly rate classics like ""Taxi Driver"" and ""The Shawshank Redemption"", as well as highly-acclaimed 90s films like ""Pulp Fiction"" and ""Schindler's List"". They tend to favor intense, serious movies over comedies or light-hearted films, with some exceptions like ""Forrest Gump"" and ""Ghost"". Overall, their taste leans towards critically-acclaimed, dramatic cinema.",67.0
49,114,389,"The user tends to favor action-packed and thrilling movies, often rating them highly (9). They also enjoy comedies, but with more varied ratings. Drama and romance films receive moderate ratings (7). The user's top-rated films often combine action, adventure, and thriller elements, suggesting a preference for intense, exciting movies. Classics like ""Star Wars"" and ""Toy Story"" are also highly rated, indicating an appreciation for iconic and nostalgic films.",76.0
50,114,507,"The user tends to rate most movies average (5). However, they highly rate a few films, particularly those with intense action or thrilling plots, such as ""Speed"" (9) and ""Babe"" (9). They also show appreciation for some dramas and romantic comedies, like ""Forrest Gump"" (7) and ""While You Were Sleeping"" (7). Overall, their preferences seem to lean towards exciting, suspenseful, and emotionally engaging movies.",63.5
51,114,191,"The user prefers dramas, comedies, and thrillers with high ratings for films like ""Sense and Sensibility"", ""Leaving Las Vegas"", and ""Pulp Fiction"". They tend to enjoy movies with complex characters, deep storytelling, and often darker themes. The user also appreciates documentaries and has a soft spot for classic films like ""Taxi Driver"" and ""Song of the Little Road"". They generally dislike action-oriented and formulaic movies, giving low ratings to films like ""Waterworld"" and ""Batman Forever"".",65.0
52,114,508,"The user tends to enjoy adventure, comedy, and sci-fi movies, as seen in their high ratings for ""Back to the Future"" and its sequels. They also seem to appreciate classic films. However, dramas and romances often receive lower ratings, except when combined with other genres. The user's ratings are generally moderate, with few extreme scores, indicating a discerning but not overly enthusiastic viewer. Comedies are hit-or-miss, with some receiving low ratings despite the genre's overall presence in highly-rated films.",63.5
53,114,188,"This user prefers classic films, especially comedies, musicals, and romances from the 1930s-1960s. They highly rate movies with strong storytelling, iconic characters, and memorable performances. Genres like drama, mystery, and thriller are also well-represented in their favorites. They tend to favor older films, with many ratings of 9 given to movies from Hollywood's Golden Age. Overall, their tastes suggest a appreciation for timeless, entertaining, and well-crafted cinema.",67.5
54,114,447,"The user prefers action-packed and thrilling movies with high ratings given to films like ""Pulp Fiction"", ""Braveheart"", and ""Léon: The Professional"". They also enjoy adventure and fantasy films, such as ""Jumanji"" and ""Mortal Kombat"". The user tends to rate dramas and comedies lower, unless they have action or thriller elements. Classic animated films and older movies also receive high ratings, indicating an appreciation for timeless storytelling and cinematic classics. Overall, the user favors intense, exciting, and well-crafted films.",72.0
55,114,336,"The user prefers highly-rated movies, often giving 8s and 9s to critically acclaimed films. They enjoy a wide range of genres, including drama, crime, thriller, and comedy. Classics like ""The Godfather"" and ""Pulp Fiction"" are highly rated, as are more recent films like ""The Lord of the Rings"" and ""Minority Report"". Animated movies like ""Toy Story"" and ""Monsters, Inc."" are also well-liked, suggesting a appreciation for both mature and family-friendly content. Overall, the user values well-made, engaging films across various genres.",73.0
56,114,86,"This user enjoys a wide range of genres, with a preference for action, adventure, and sci-fi movies. They tend to rate highly movies with complex plots and unique storytelling, such as the Star Wars and Lord of the Rings series. They also appreciate animated films and comedies. High ratings are often given to movies with a balance of action, drama, and fantasy elements, with an average rating of 7 or 8 for well-crafted and engaging films.",79.5
57,114,460,"The user prefers highly-rated movies with a mix of action, adventure, drama, and sci-fi genres. They tend to enjoy animated and fantasy films, as well as those with complex plots and strong characters. Movies with high production values and critical acclaim, such as the Lord of the Rings and Bourne series, are favored. The user also appreciates comedies and romantic dramas, but tends to rate horror and children's movies lower. Overall, their preferences suggest a taste for intelligent, engaging, and visually stunning cinema.",68.5
58,114,531,"The user prefers action-adventure movies with high ratings for Star Wars, Indiana Jones, and Lord of the Rings. They also enjoy thrillers like Silence of the Lambs and Spider-Man. High ratings are often given to classic films and those with a sense of excitement and adventure. Ratings are generally lower for comedies and dramas, unless they are highly acclaimed like Rain Man or Stand by Me. Overall, the user seems to enjoy epic, thrilling stories with memorable characters.",73.0
59,114,390,"The user prefers drama-heavy films with high ratings for movies like ""One Flew Over the Cuckoo's Nest"", ""Ran"", and ""Fight Club"". They also enjoy comedies with dramatic elements, such as ""Ed Wood"" and ""Amelie"". The user tends to favor critically acclaimed, often dark and thought-provoking films, with a mix of action, sci-fi, and fantasy elements. They generally dislike light-hearted, romantic, or children's movies, as evidenced by low ratings for films like ""Weekend at Bernie's"" and ""E.T. the Extra-Terrestrial"".",64.0
60,114,164,"This user prefers action-packed movies, often with sci-fi or adventure elements. They highly rate classic films from the 80s and 90s, such as Terminator, Die Hard, and Jurassic Park. They also enjoy historical epics like Braveheart and Gladiator. The user tends to favor intense, thrilling movies with high ratings, while comedies and romances receive lower ratings, unless they have action elements. Overall, their taste leans towards fast-paced, dramatic, and iconic films.",72.0
61,114,468,"The user tends to enjoy highly-rated movies from the 90s, particularly those in the drama, thriller, and adventure genres. They seem to appreciate classic films like ""Dances with Wolves"", ""Beauty and the Beast"", and ""Apollo 13"", giving them high ratings. Comedies and action films receive more moderate ratings, while poorer ratings are given to films with mixed genres or those that didn't receive critical acclaim. Overall, the user values storytelling, direction, and originality in the movies they watch.",65.5
62,114,157,"The user prefers highly-rated movies in the Drama and Comedy genres. They tend to enjoy classic films like ""Schindler's List"" and ""One Flew Over the Cuckoo's Nest"", as well as comedies like ""Kingpin"" and ""Me, Myself & Irene"". They also seem to appreciate action-packed movies with a mix of genres, such as ""Fight Club"" and ""Austin Powers"". Overall, the user values unique storytelling and a blend of genres, often giving high ratings to films with complex themes and dark humor.",67.0
63,114,309,"The user prefers classic films, especially dramas and thrillers, with high ratings for movies from the 1940s-1960s. They enjoy films with complex plots and strong characters, often giving high ratings to movies with mystery, crime, and war elements. High-rated films include ""Casablanca"", ""12 Angry Men"", and ""Bridge on the River Kwai"". The user tends to favor older, critically acclaimed films over modern releases, with some exceptions for well-regarded franchises like ""Lord of the Rings"".",65.0
64,114,152,"The user prefers intense, thought-provoking films, often with dark themes. They highly rate crime, drama, and thriller genres, with many 8-9 ratings for classics like ""Seven"", ""Taxi Driver"", and ""The Godfather"". They also appreciate documentaries and some sci-fi films. Comedies and light-hearted movies tend to receive lower ratings, suggesting a preference for complex, emotionally charged storytelling. Overall, the user values cinematic depth and intellectual stimulation.",66.0
65,114,592,"The user prefers movies with high action, adventure, and fantasy elements. They tend to enjoy classic films, such as ""Terminator 2"" and ""Batman"", as well as 90s blockbusters like ""Jurassic Park"" and ""Independence Day"". Comedies and romances are also well-liked, but to a lesser extent. The user seems to appreciate iconic directors and franchises, and often rates highly-acclaimed films, like ""The Silence of the Lambs"" and ""The Shawshank Redemption"", with high scores.",70.0
66,114,407,"The user prefers action-packed and thrilling movies, often with sci-fi or adventure elements. They highly rate films with complex stories and strong visuals, such as the Matrix, Lord of the Rings, and Dark Knight trilogies. High ratings are also given to classic films like Star Wars and Indiana Jones. They tend to favor intense, dramatic movies over light-hearted or comedic ones, with many 9/10 ratings awarded to films in these genres.",71.5
67,114,97,"The user prefers action-packed movies with high ratings for films like ""The Matrix"", ""Saving Private Ryan"", and ""X-Men"". They also enjoy thrillers, sci-fi, and adventure genres. Classics like ""The Godfather"" and ""The Silence of the Lambs"" are highly rated. Dramas and comedies receive lower ratings, except for exceptional films like ""Cast Away"" and ""Snatch"". The user tends to favor intense, suspenseful movies with complex plots and high production value.",68.0
68,114,181,"The user tends to enjoy comedy, drama, and thriller movies, often rating them 5 or 7. They seem to appreciate classic films and those from the 90s. High ratings are given to movies like ""The American President"", ""Babe"", and ""Forrest Gump"", indicating a taste for heartwarming and well-crafted stories. Overall, their preferences are fairly eclectic, but they tend to favor movies with strong narratives and a mix of genres.",63.25
69,114,343,"The user prefers crime, drama, and thriller movies with high ratings for films like ""Schindler's List"", ""Goodfellas"", and ""Fight Club"". They also enjoy sci-fi and action movies, such as ""The Matrix"" and ""Blade Runner"". High-quality storytelling and direction are valued, with many highly-rated films being critically acclaimed. The user tends to rate classic and contemporary films highly, with a focus on complex, engaging narratives and strong characters.",64.5
70,114,78,"The user prefers action-packed and comedic films, often with sci-fi elements. They highly rate classics like ""Die Hard,"" ""Terminator,"" and ""Airplane!."" They also enjoy adventure movies, such as ""Raiders of the Lost Ark"" and ""Back to the Future."" The user tends to rate comedy and action films higher than dramas, and is not a fan of horror or poorly received films, giving low ratings to ""Super Mario Bros."" and ""A Scanner Darkly.""",68.0
71,114,415,"The user prefers classic films, particularly those from the 1960s-1990s, with a focus on crime, drama, and thriller genres. They tend to rate highly-regarded, critically-acclaimed movies highly, often giving 8-9 ratings to films with complex storytelling and strong direction. Comedies are also enjoyed, but with slightly lower ratings. The user's taste skews towards mature, sophisticated cinema with a mix of action, suspense, and intellectual depth.",65.5
72,114,79,"The user prefers action-packed and thrilling movies, with a strong leaning towards sci-fi and adventure films. They highly rate classic movies like ""Star Wars"" and ""The Godfather,"" and also enjoy documentaries and crime thrillers. High ratings are often given to iconic films from the 70s, 80s, and 90s, suggesting a fondness for nostalgic cinema. The user tends to rate highly influential and critically acclaimed films, indicating an appreciation for cinematic excellence.",68.5
73,114,118,"The user prefers dramas and crime films with high ratings for classics like ""The Godfather"" and ""Goodfellas"". They also enjoy thrillers and some comedies, with a fondness for 90s films. High-rated movies often feature complex stories and strong characters. Genre diversity is present, but drama is a common thread. Ratings suggest a appreciation for critically acclaimed and intense films, with some tolerance for lighter fare like comedies. Overall, the user values quality storytelling and strong cinematic experiences.",66.0
74,114,174,"This user enjoys a wide range of genres, with a leaning towards comedy, action, and adventure films. They tend to rate highly movies with complex plots and strong storytelling, such as ""The Firm"", ""Fugitive"", and ""Ghost"". They also appreciate classic films like ""Batman"" and ""Terminator 2"". Rom-coms and dramas are also well-received, with ""The American President"" and ""Apollo 13"" receiving high ratings. Overall, their tastes are eclectic, but favor entertaining and engaging films with strong narratives.",68.5
